ISO3_Code,Country,Main Country Profile Link,Review Cycle 1 - Summary,Review Cycle 1 - PDF Link,Review Cycle 2 - Summary,Review Cycle 2 - Link
FIN,Finland,https://www.unodc.org/corruption/en/country-profiles/data/FIN.html,"The review noted the establishment of a framework through the Penal Code, the Criminal Procedure Act, and key institutions such as the Prosecutor’s Office, the police, the FIU, and the Anti-Corruption Cooperation Network. The legal system criminalizes all core offences, with broad coverage of bribery and anti-money laundering provisions. Nonetheless, the review identified gaps in the criminalization of trading in influence and illicit enrichment, the limited scope of corporate liability, and relatively mild sanctions. Good practices included extended confiscation powers, strong public trust in institutions, and effective cooperation within the European Union (EU) and Nordic networks. Recommendations emphasized clarifying foreign bribery provisions, strengthening corporate liability and protection measures, improving asset management systems, and expanding bilateral treaty arrangements.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1183525e.pdf,"The review noted Finland’s progress under the second UNCAC cycle through the 2021–2023 National Anti-Corruption Strategy, the Penal Code, anti-money laundering (AML) and procurement laws, and oversight by institutions such as the Ministry of Justice, the National Audit Office, the Ombudsman, and the Financial Intelligence Unit (FIU). Good practices included low procurement thresholds to enhance transparency, broad access to information, robust AML measures with emergency freezing powers, and active participation in the FATF, GRECO, and Egmont networks. However, the review identified challenges such as limited resources for preventive bodies, weak whistleblower protections, gaps in the regulation of gifts, conflicts of interest, and political finance, as well as shortcomings in financial disclosure, non-conviction-based confiscation, and asset return. It recommended legislative reforms, stronger monitoring, and clearer procedures for asset recovery.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/28Aug-6Sep2024/CAC-COSP-IRG-II-3-1-Add.15/2409518E.pdf
FRA,France,https://www.unodc.org/corruption/en/country-profiles/data/FRA.html,"The review underscored the country’s civil-law framework anchored in the Penal Code and Code of Criminal Procedure, supported by institutions such as Central Service for the Prevention of Corruption (SCPC), The French Financial Intelligence Unit (TRACFIN), Central Office for the Suppression of Major Financial Crime (OCRGDF), Central Anti-bribery Division (BCLC), and AGRASC. The legal system criminalizes domestic and foreign bribery, trading in influence, embezzlement, money laundering, obstruction of justice, and private sector corruption, while also providing for the liability of legal persons. Good practices highlighted included robust confiscation mechanisms, AGRASC’s role in asset management, and the use of joint investigation teams. However, challenges remain, including incomplete coverage of foreign trading in influence, short statutes of limitation, limited prosecutorial independence, and resource constraints. International cooperation was assessed as strong, particularly in extradition, mutual legal assistance, and collaboration through the review recommended ensuring enforcement of foreign judgments in cases where nationals are not extradited.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/18-22June2012/V1187226e.pdf,"The review noted France’s progress under the second review cycle through the Penal and Criminal Procedure Codes, the Transparency and Anti-Corruption Act, and institutions such as the French Anti-Corruption Agency (AFA), the Financial Intelligence Unit (TRACFIN), the Agency for the Management and Recovery of Seized and Confiscated Assets (AGRASC), and the Court of Auditors. Good practices included robust transparency and conflict-of-interest rules, lobbying registers, open data initiatives, whistleblower protections, beneficial ownership registers, and effective asset management and cooperation mechanisms. However, the review identified challenges in ensuring AFA’s independence and adequate resources, strengthening oversight of political finance and procurement, extending asset declaration requirements, and clarifying rules on non-conviction-based confiscation and asset return. It recommended legislative reforms, stronger monitoring, and closer alignment with UNCAC asset recovery standards.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2005000e.pdf
GEO,Georgia,https://www.unodc.org/corruption/en/country-profiles/data/GEO.html,"The review noted the establishment of a strong anti-corruption framework supported by an interagency council, specialized prosecution units, and a national strategy, along with innovative tools such as Public Service Halls and an online asset declaration system. The legal framework criminalizes bribery, trading in influence, embezzlement, abuse of authority, money laundering, and obstruction of justice, and includes provisions on confiscation, liability of legal persons, and protection for witnesses and whistleblowers. Nonetheless, the review pointed to remaining gaps, including the absence of explicit illicit enrichment provisions, the need to expand liability of legal persons, stronger engagement with the private sector, and further strengthening of international cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1253862e.pdf,In progress,
DEU,Germany,https://www.unodc.org/corruption/en/country-profiles/data/DEU.html,"The review noted that the country implements the Convention through the Criminal Code, the Code of Criminal Procedure, and the Act on Regulatory Offences, with enforcement carried out by federal and Länder authorities. The framework criminalizes bribery (domestic, foreign, and private sector), money laundering, embezzlement, abuse of functions, obstruction of justice, and provides for liability of legal persons. Good practices include robust confiscation and AML measures, the use of bank account registers, comprehensive crime statistics, and effective international cooperation. Nonetheless, challenges remain, including the continued allowance of facilitation payments, inconsistent sentencing practices, parliamentary immunities, gaps in predicate offences, limitations on confiscation after death, insufficient transparency in political financing, and weak whistleblower protections. The recommendations therefore call for targeted legal reforms, improved MLA statistics, and clearer rules on the transfer of proceedings.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V2003833e.pdf,"The review highlighted Germany’s implementation of UNCAC through the Constitution, the Criminal Code, the Anti-Money Laundering (AML) Act, and procurement and public service laws, with oversight by ministries, audit bodies, the Financial Intelligence Unit (FIU), and Länder prosecutors. Good practices included the 2004 Federal Anti-Corruption Directive, corruption prevention contact points, annual situation reports, open data tools, beneficial ownership registers, and strong AML due diligence measures with prohibitions on shell banks. However, the review identified challenges in political finance transparency, whistleblower protection, regulation of Members of Parliament’s outside interests, procurement appeals, AML supervision of non-financial sectors, and asset return provisions. It recommended legal reforms, enhanced monitoring, improved mutual legal assistance (MLA) data collection, and stronger FIU capacity.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2000216e.pdf
GHA,Ghana,https://www.unodc.org/corruption/en/country-profiles/data/GHA.html,"Ghana ratified UNCAC in 2005 and enforces it through laws like the Criminal Offences Act, Anti-Money Laundering Act, and the  EOCO Act, with institutions such as Commission on Human Rights and Administrative Justice (CHRAJ), Economic and Organised Crime Office (EOCO), Police, Financial Intelligence Center (FIC), Auditor-General, and specialized courts playing key roles. Its framework criminalizes bribery, trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, though illicit enrichment, private sector bribery, and some forms of trading in influence remain unregulated. Good practices include the “Justice for All” programme to reduce remand prisoners, broad freezing and seizure powers, cooperation with private sector investigators, and no statute of limitations for corruption offences. Challenges persist in clarifying prosecutorial powers, adopting the National Anti-Corruption Action Plan, expanding criminalization (e.g., transnational bribery, illicit enrichment, private sector offences)",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1500669e.pdf,"The review highlighted Ghana’s anti-corruption framework through key laws such as the Criminal Offences Act, Anti-Money Laundering (AML) Act, and Procurement Act, implemented by institutions including  Commission on Human Rights and Administrative Justice (CHRAJ), Economic and Organised Crime Office (EOCO), the Office of the Special Prosecutor, the Auditor General, the Financial Intelligence Centre, and the police. Good practices included the National Anti-Corruption Action Plan, asset declaration rules, whistleblower protections, beneficial ownership registers, and strong inter-agency cooperation. However, the review noted challenges in political finance transparency, enforcement of conflict-of-interest rules, procurement oversight, and asset declaration verification. On asset recovery, while confiscation, non-conviction-based forfeiture, and mutual legal assistance (MLA) tools exist, gaps remain in beneficial ownership transparency, reporting of foreign accounts, and asset return mechanisms.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2004963e.pdf
GRC,Greece,https://www.unodc.org/corruption/en/country-profiles/data/GRC.html,"The review noted established framework under the Constitution, Criminal and Procedure Codes, and laws such as 3691/2008 on money laundering, with institutions like the Ministry of Justice, Public Prosecutor, Financial and Economic Crime Unit, Police, and Financial Intelligence Unit (FIU).It criminalizes bribery (domestic, foreign, private sector, political officials), trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and liability of legal persons, with good practices such as supervisory liability for bribery and broad trading in influence provisions. ",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1600121e.pdf,"The review highlighted Greece’s progress under the second UNCAC cycle through the establishment of the National Transparency Authority, procurement and civil service reforms, political finance regulations, asset declarations, and anti-money laundering (AML) measures. Good practices included the Diavgeia Transparency Programme, e-procurement systems, public reporting platforms, and AML standards aligned with the Financial Action Task Force (FATF). However, the review identified challenges related to limited institutional resources, weak whistleblower protection, gaps in political finance transparency, conflict-of-interest regulation, and judicial ethics. On asset recovery, it noted shortcomings in cross-border disclosure, the absence of centralized asset management, and limited provisions for asset return.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/14-18June2021/CAC-COSP-IRG-II-2-1-ADD.26/V2101783_E.pdf
HUN,Hungary,https://www.unodc.org/corruption/en/country-profiles/data/HUN.html,"The review noted that the country criminalizes bribery (domestic, foreign, and private sector), trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and establishes liability for legal persons. Good practices highlighted include a comprehensive AML framework, extended confiscation measures, and cooperation with Non- Govermental Organisations (NGOs). However, challenges persist in addressing indirect bribery,  immunities, the absence of illicit enrichment provisions, weak whistleblower protections, and the lack of a centralized asset management body. While international cooperation is broadly available, the review emphasized the need for clearer procedures, stronger monitoring, and simplified extradition and MLA",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1387249e.pdf,In progress,
ISL,Iceland,https://www.unodc.org/corruption/en/country-profiles/data/ISL.html,"The review highlighted efforts to criminalize bribery, trading in influence, embezzlement, money laundering, obstruction of justice, and establish corporate liability. Good practices included comprehensive AML provisions, strong confiscation mechanisms, and effective international cooperation. Remaining challenges concern clarifying the definition of public official, harmonizing penalties, strengthening protections for whistleblowers and witnesses, improving asset management, and expanding cooperation frameworks.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1703669e.pdf,"The review of Iceland’s  under UNCAC highlighted reforms through the Penal Code, AML and procurement laws, and institutions such as the FIU, Auditor General, Ombudsman, and police. Good practices included e-procurement, beneficial ownership registers, whistleblower protections, and asset management frameworks. Challenges remained in the absence of a national anti-corruption strategy, weak monitoring, gaps in conflict-of-interest and asset declaration systems, and limited private sector reporting. On asset recovery, the review noted the lack of non-conviction-based confiscation, unclear enforcement of foreign orders, and insufficient systematic statistics.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/17-21February2025/CAC-COSP-IRG-II-3-1-Add.17/2423612E.pdf
IND,India,https://www.unodc.org/corruption/en/country-profiles/data/IND.html,"The review noted that the country enforces the convention through the Prevention of Corruption Act, Penal Code, AML laws, and institutions such as the  Central Vigilance Commission (CVC), Central Bureau of Investigation (CBI), FIU, and Enforcement Directorate. Its framework criminalizes bribery, embezzlement, abuse of functions, money laundering, obstruction of justice, and corporate liability, with good practices including specialized anti-corruption courts, CBI prosecution cooperation, and CVC reporting channels. Challenges remain in fully criminalizing active and transnational bribery, trading in influence, private sector bribery, and acts of preparation, while prosecution sanctions, immunities, whistle-blower and witness protection, and confiscation measures need strengthening. On international cooperation, India uses the Extradition Act, Code of Criminal Procedure (CrPC), and bilateral treaties",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V2003403e.pdf,In progress,
IDN,Indonesia,https://www.unodc.org/corruption/en/country-profiles/data/IDN.html,"The review highlighted progress in criminalizing bribery, embezzlement, abuse of functions, money laundering, and obstruction of justice, with enforcement carried out by the Corruption Eradication Commission (KPK), the Attorney General’s Office, and the Police. The KPK and the establishment of anti-corruption courts were noted as strong practices. However, the review also identified gaps, including the absence of provisions on foreign and private sector bribery, trading in influence, illicit enrichment, and the need to strengthen corporate liability. While extradition, mutual legal assistance, and cooperation frameworks are in place, the review stressed the importance of improving inter-agency coordination, enhancing whistleblower protection, making greater use of special investigative tools, and reinforcing asset recovery procedures.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1187232e.pdf,"The review highlighted Indonesia’s comprehensive anti-corruption framework, involving the Corruption Eradication Commission (KPK), Attorney General’s Office (AGO), judiciary, police, and oversight bodies under a national anti-corruption strategy. It noted progress in preventive measures such as civil service reforms, asset declarations, procurement and transparency rules, and AML systems. However, challenges persist in enforcing conflict-of-interest provisions, protecting whistleblowers, strengthening procurement oversight, enhancing private sector integrity, and ensuring beneficial ownership transparency. On asset recovery, while Indonesia has MLA frameworks and information-sharing mechanisms, the review underscored the absence of non-conviction-based confiscation, clear asset return procedures, and centralized asset management, calling for stronger laws, coordination, and institutional capacity.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1802700e.pdf
IRL,Ireland,https://www.unodc.org/corruption/en/country-profiles/data/IRL.html,"The review highlighted country efforts such as the Prevention of Corruption Acts, AML and Proceeds of Crime laws, with enforcement by An Garda Síochána, the Director of Public Prosecutions (DPP), and the Criminal Assets Bureau. It criminalizes bribery, embezzlement, abuse of functions, money laundering, obstruction of justice, and corporate liability, with strong witness and whistle-blower protections, non-conviction-based confiscation, and broad bribery coverage. Challenges remain in fully criminalizing trading in influence and illicit enrichment, strengthening corporate liability, creating a central bank account register, and expanding treaties and investigative tools for international cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1503849e.pdf,"The review of Ireland’s under UNCAC noted reforms through the 2018 Corruption Offences Act, ethics and lobbying legislation, whistleblower protection, AML measures, and procurement rules, implemented by bodies such as An Garda Síochána, Criminal Assets Bureau (CAB),  Office of the Director of Corporate Enforcement (ODCE), Standards in Public Office Commission , and the Financial Intelligence Unit. Good practices included broad whistleblower safeguards, disclosure logs, the Tender Advisory Service, strong AML supervision, and CAB’s civil confiscation model. Remaining challenges related to agency coordination and resourcing, stricter gift regulations, judicial conduct standards, corporate governance, unified AML oversight, and effective asset return. The review recommended legislative reforms and stronger cooperation.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1900570e.pdf
ITA,Italy,https://www.unodc.org/corruption/en/country-profiles/data/ITA.html,"The review noted that enforcement is carried out through the Constitution, the Criminal and Civil Codes, Law 190/2012, and institutions such as ANAC, the Financial Intelligence Unit (FIU), Guardia di Finanza, Carabinieri, and the judiciary. The framework criminalizes bribery, trading in influence, embezzlement, abuse of office, money laundering, obstruction of justice, and establishes corporate liability. Good practices include comprehensive AML provisions, strong confiscation powers, whistleblower protections, and specialized coordination mechanisms. However, gaps remain in legislation on self-laundering, illicit enrichment, and embezzlement, alongside challenges from lengthy trials, statutes of limitation, and limited data. International cooperation is generally strong but would benefit from clearer rules, defined timeframes, and broader use of investigative techniques.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1387871e.pdf,"The review noted Italy’s strengthened anti-corruption framework through the Anti-Corruption Law, anti-money laundering (AML) measures, and institutions such as the National Anti-Corruption Authority (ANAC), the judiciary, the Financial Intelligence Unit (FIU), and law enforcement agencies. Good practices included mandatory anti-corruption plans, robust procurement oversight, access-to-information rules, beneficial ownership registers, whistleblower protections, and effective asset recovery mechanisms, including non-conviction-based confiscation. However, the review identified gaps in asset declarations, comprehensive codes of conduct for all officials, political finance monitoring, post-employment restrictions, audit systems, and asset disposal procedures. It recommended legislative reforms, stronger oversight, and clearer rules for asset recovery and management.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1808771e.pdf
JPN,Japan,https://www.unodc.org/corruption/en/country-profiles/data/JPN.html,"Th review highlighted implementation efforts through the Penal Code, AML and organized crime laws, with institutions like the National Police Agency, Prosecutor’s Office, and Financial Intelligence Unit (FIU). It criminalizes domestic, indirect, and foreign active bribery, embezzlement, abuse of authority, money laundering, obstruction of justice, and some corporate liability, with good practices such as specialized prosecutors, strong AML rules, and extended confiscation. Gaps include no illicit enrichment, no passive foreign bribery, limited corporate liability, weak witness protection, and short limitation periods, while international cooperation is generally strong but constrained by dual criminality, limited treaties, and incomplete coverage of Convention offences.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/4-8September2023/CAC-COSP-IRG-I-4-1-Add.73/2315284E.pdf,In progress,
JOR,Jordan,https://www.unodc.org/corruption/en/country-profiles/data/JOR.html,"The review indicated that the convention is operationalized in the country through laws such as the Criminal Code, Anti-Corruption Act, Anti-Money Laundering Act, Economic Crimes Act, and Financial Disclosure Law, supported by institutions like the Anti-Corruption Commission (ACC), Audit Bureau, FIU, Ombudsman, and judiciary. Its framework criminalizes bribery, embezzlement, trading in influence, abuse of functions, illicit enrichment, money laundering, and corporate liability, with good practices including a comprehensive anti-corruption strategy, ACC’s independence, and AML reforms. Challenges remain in criminalizing foreign bribery, private sector offences, trading in influence as a distinct offence, obstruction of justice, and strengthening witness and whistle-blower protection. Law enforcement shows progress with ACC’s proactive role, sanctions for legal persons, and confiscation tools, though gaps persist in non-conviction-based forfeiture and judicial accountability",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1187238e.pdf,"The review of Jordan’s  under UNCAC noted progress through the Penal Code, Integrity and Anti-Corruption Act, Illicit Enrichment Act,  Anti-Money Laundering (AML) and procurement laws, with key roles played by the Integrity and Anti-Corruption Commission, Audit Bureau, Financial Intelligence Unit (FIU), and judiciary. Preventive measures included the 2020–2025 National Integrity and Anti-Corruption Strategy, codes of conduct, disclosure systems, e-procurement, and access-to-information laws, with good practices such as the National Integrity Index, Cabinet codes of conduct, and university-level anti-corruption education. Remaining challenges concerned ensuring the Commission’s independence and resources, transparency in leadership appointments, political finance regulation, conflict-of-interest and disclosure systems, and the effectiveness of access-to-information measures.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/17-21February2025/CAC-COSP-IRG-II-4-1-Add.14/2424355E.pdf
KAZ,Kazakhstan,https://www.unodc.org/corruption/en/country-profiles/data/KAZ.html,"The review highlighted progress through the Criminal Code, the Anti-Corruption Act, AML legislation, and the 2015–2025 Anti-Corruption Strategy, implemented by specialized agencies. Achievements included the criminalization of core offences, lifetime bans from public office for corruption, the removal of statutes of limitation, and the use of procedural agreements to support enforcement. At the same time, the review noted gaps such as the absence of provisions on the solicitation and promise of bribes, limited coverage of trading in influence, incomplete liability of legal persons, insufficient whistleblower protection, and unclear definitions of public officials. While extradition, mutual legal assistance, and joint investigation frameworks are in place, the review emphasized the need to simplify and expand these mechanisms.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1504242e.pdf,In progress,
KEN,Kenya,https://www.unodc.org/corruption/en/country-profiles/data/KEN.html,"While progress is noted in areas like witness protection, asset recovery mechanisms, and inter-agency cooperation, the review identifies significant gaps, including the lack of criminalization of foreign bribery, illicit enrichment, and private-sector bribery, as well as challenges in harmonizing definitions of public officials, streamlining bank secrecy procedures, and strengthening sentencing proportionality. Recommendations call for legislative reforms, stronger institutional capacity, improved data collection, and enhanced international cooperation through extradition, mutual legal assistance, and the adoption of special investigative techniques",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1506741e.pdf,"The review recognizes Kenya’s progress, including the adoption of preventive policies, enhanced public participation, reforms in procurement systems, and regional cooperation, but also identifies challenges such as inadequate resources for oversight bodies, gaps in electoral campaign financing regulation, weak enforcement of recommendations, and incomplete asset recovery mechanisms. Recommendations include strengthening institutional independence, improving monitoring and enforcement, enhancing procurement and private-sector regulation, refining financial disclosure and asset recovery systems, and providing technical assistance in areas like procurement audits, capacity building, and digitization",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1904656e.pdf
KWT,Kuwait,https://www.unodc.org/corruption/en/country-profiles/data/KWT.html,"Kuwait ratified UNCAC in 2006 and its framework is based on the Constitution, Criminal Code, and laws on corruption, money laundering, and public funds, with institutions such as the Public Prosecution, Audit Bureau, Civil Service Commission, Financial Intelligence Unit (FIU), and parliamentary committees overseeing implementation. It criminalizes bribery, trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and some liability of legal persons, with good practices including strong embezzlement provisions, robust banking oversight, and strict measures for suspending or removing corrupt officials. Challenges include the lack of explicit criminalization of foreign and private sector bribery, illicit enrichment, and full obstruction offences, limited liability of legal persons, and absence of comprehensive whistle-blower protections.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1256907e.pdf,In progress,
LVA,Latvia,https://www.unodc.org/corruption/en/country-profiles/data/LVA.html,"The review noted that the country built its framework on the Constitution, Criminal Law, and specific anti-corruption and AML laws, with Corruption Prevention and Combating Bureau (KNAB) as the lead body. It criminalizes bribery, trading in influence, money laundering, embezzlement, abuse of functions, and liability of legal persons, with good practices like broad trading-in-influence provisions, strong witness protection, and KNAB’s independence. Challenges include clearer criminalization of embezzlement and abuse of functions, whistle-blower protection, consistent sanctions, and limiting parliamentary immunity, while international cooperation is solid but needs more treaties, systematic statistics, and better monitoring",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1401272e.pdf,In progress,
LTU,Lithuania,https://www.unodc.org/corruption/en/country-profiles/data/LTU.html,"The review noted that the national legal framework against corruption is anchored in the Criminal Code (CC), the Criminal Procedure Code (CPC), and a broad set of specialized laws, including the Law on the Special Investigation Service, the Law on Operational Activities, the Law on Prevention of Money Laundering, and other anti-corruption legislation. The Special Investigation Service (SIS) serves as the primary anti-corruption body. The framework criminalizes domestic, foreign, and private sector bribery, as well as trading in influence, embezzlement, abuse of office, illicit enrichment, money laundering, and obstruction of justice.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1255483e.pdf,"The review highlighted Lithuania’s strengthened anti-corruption framework through the Criminal Code, anti-money laundering (AML) and procurement laws, and institutions such as the Special Investigation Service (SIS), the Financial Intelligence Unit (FIU), and the Prosecutor’s Office. Good practices included the National Anti-Corruption Programme, e-recruitment and e-procurement systems, beneficial ownership registers, whistleblower protections, and robust AML tools. However, the review identified challenges regarding the independence of the SIS, gaps in conflict-of-interest and political finance regulations, weak verification of asset declarations, concerns over judicial independence, limited private sector accountability, and insufficient asset return mechanisms. It recommended legal reforms, stronger oversight, and clearer procedures for asset recovery.",https://track.unodc.org/uploads/documents/UNCAC/WorkingGroups/ImplementationReviewGroup/16-20June2025/CAC-COSP-IRG-II-2-1-Add.38/2504185E.pdf
LUX,Luxembourg,https://www.unodc.org/corruption/en/country-profiles/data/LUX.html,"The review noted that the country enforces the convention through the Criminal Code, Procedure Code, and special laws, with prosecutors, police, FIU, and National Anti-Corruption Committee (COPRECO) as key bodies. It criminalizes bribery, trading in influence, embezzlement, abuse of functions, money laundering, obstruction of justice, and corporate liability, with good practices like broad AML rules, whistle-blower protection, strong FIU powers, and limited immunities. Challenges include absence of illicit enrichment, stronger asset declarations, weak witness protection, no asset management agency, and reform of ministerial prosecution, while international cooperation is strong but needs more treaties, clearer MLA procedures, and joint investigation teams",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1500599e.pdf,In progress,
MKD,Macedonia,https://www.unodc.org/corruption/en/country-profiles/data/MKD.html,"The review observed that a comprehensive framework has been established through the Criminal Code, the Prevention of Corruption Law, and specialized institutions such as the State Commission and the Special Prosecutor’s Office. The legal framework criminalizes bribery (public, foreign, and private sector), trading in influence, money laundering, concealment, embezzlement, abuse of functions, obstruction of justice, illicit enrichment, and includes liability for legal persons, extended confiscation measures, and strong witness protection provisions. However, key shortcomings remain, including limited enforcement of private sector bribery and illicit enrichment, the absence of systematic whistleblower protection, and incomplete coverage of attempted offenses. While international cooperation is underpinned by robust legislation, it requires improved statistical reporting, greater personnel exchanges, and clearer rules on extradition and prosecution.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1502792e.pdf,"The review highlighted North Macedonia’s progress through institutions such as the State Commission for the Prevention of Corruption (SCPC), Public Prosecutor’s Office, judiciary, and Financial Intelligence Office, supported by measures including the Whistle-Blower Protection Law, a beneficial ownership register, asset declarations, procurement reforms, and AML provisions. However, challenges remained in strengthening the SCPC’s capacity, defining high-risk posts, enforcing asset declarations, limiting exceptions to access-to-information laws, prohibiting tax deductibility of bribes, and expanding anti-corruption education. On asset recovery, the review noted fragmented provisions, overlapping mandates, unclear return procedures, and limited practice, recommending clearer institutional roles, mechanisms for foreign States to pursue claims, enforcement of foreign confiscation orders, preservation of assets in foreign cases, and more effective return processes.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V2000124e.pdf
MYS,Malaysia,https://www.unodc.org/corruption/en/country-profiles/data/MYS.html,"According to the review, the country operationalizes the convention through the MACC Act, Penal Code, AMLA, and related laws, with institutions like Malaysian Anti-Corruption Commission (MACC),  Attorney General’s Chambers (AGC), Financial Intelligence Unit (FIU), police, customs, and judiciary. The framework criminalizes bribery (public, private, foreign), embezzlement, abuse of functions, money laundering, obstruction of justice, and corporate liability, with good practices such as mandatory reporting of bribery, absence of statute of limitations, specialized anti-corruption courts, MACC’s oversight panels, inter-agency cooperation, and international training programmes. Challenges remain in consolidating embezzlement offences, distinct criminalization of trading in influence, strengthening obstruction of justice laws, enhancing liability of legal persons, and clarifying freezing/confiscation procedures. On international cooperation, Malaysia has extradition and MLA frameworks and bilateral.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries/V1383920e.pdf,"The review of Malaysia’s second cycle under UNCAC highlighted enforcement through the MACC Act, Anti-Money Laundering and Anti-Terrorism Financing Act AMLATFA, and related laws, supported by institutions such as  Malaysian  Anti-Corruption Commission (MACC), the FIU, judiciary, police, and oversight bodies. Preventive measures included the National Integrity Plan, Government Transformation Programme, integrity units, procurement transparency via MyPROCUREMENT, codes of conduct, and AML supervision, with good practices like independent oversight panels for MACC, integrity training, and e-procurement systems. Challenges remained in regulating political finance, strengthening asset declaration and conflict-of-interest rules, adopting access-to-information legislation, improving whistleblower protection, procurement complaints mechanisms, and clarifying tax deductibility of bribes. On asset recovery, while confiscation and MLA frameworks exist and non-conviction-based forfeiture is recognized, the review noted the need for more streamlined procedures with non-treaty partners.",https://www.unodc.org/documents/treaties/UNCAC/WorkingGroups/ImplementationReviewGroup/ExecutiveSummaries2/V1707027e.pdf
